"query","NOGs","COG_category","HMM_description"
"NP_012411.1","1224Q@NOG","A","Sm"
"NP_012412.1","0ZPJQ@NOG","S","Protein of unknown function (DUF2413)"
"NP_012413.1","1280E@NOG","J","Involved in proper assembly of pre-ribosomal particles during the biogenesis of the 60S ribosomal subunit. Accompanies the pre-60S particles to the cytoplasm (By similarity)"
"NP_012414.1","COG0036@NOG","G","Ribulose-phosphate 3-epimerase"
"NP_012418.1","0YWFJ@NOG","U","Inorganic phosphate transporter Pho86"
"NP_012419.1","11GRE@NOG","S","organelle organization"
"NP_012420.1","COG5137@NOG","B","Histone chaperone that facilitates histone deposition and histone exchange and removal during nucleosome assembly and disassembly"
"NP_012421.2","COG2801@NOG","L","polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN)"
"NP_012422.2","COG2801@NOG","C","Retrotransposon protein"
"NP_012423.1","0XTA8@NOG","S","to form mitochondrial fission complexes. Formation of these complexes is required to promote constriction and fission of the mitochondrial compartment at a late step in mitochondrial division (By similarity)"
"NP_012424.1","COG0459@NOG","O","TCP-1/cpn60 chaperonin family"
"NP_012425.1","COG5641@NOG","K","nitrogen catabolite repression of transcription"
"NP_012426.1","0XNQQ@NOG","J","U3 small nucleolar RNA-associated protein 10"
"NP_012427.1","COG2966@NOG COG3610@NOG","S","Pheromone-regulated membrane protein 10"
"NP_012428.1","COG2966@NOG","S","Membrane"
"NP_012429.1","0XPBB@NOG","T","meiosis induction protein kinase IME2 SME1"
"NP_012430.1","COG2940@NOG","B","zinc ion binding"
"NP_012431.1","1286G@NOG","U","Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner. In the complex, it is required to regulate activity of mtHSP70 (SSC1) via its interaction with PAM18 TIM14. May act by positioning PAM18 TIM14 in juxtaposition to mtHSP70 at the translocon to maximize ATPase stimulation"
"NP_012432.1","0YFX5@NOG","K","Transcription factor which regulates nonfermentable carbon utilization (By similarity)"
"NP_012433.1","COG0480@NOG","J","Mitochondrial GTPase that mediates the disassembly of ribosomes from messenger RNA at the termination of mitochondrial protein biosynthesis. Not involved in the GTP-dependent ribosomal translocation step during translation elongation (By similarity)"
"NP_012434.1","0XQIG@NOG","H","Glutamate-cysteine ligase"
"NP_012435.1","0XP06@NOG","T","Phosphatidylinositol 3- and 4-kinase"
"NP_012436.1","0XTS6@NOG","U","Member of the ChAPs family of proteins (Chs5p-Arf1p-binding proteins Bch1p, Bch2p, Bud7p, Chs6p), that forms the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane"
"NP_012437.1","0XRM1@NOG","D","Protein that forms a complex with the Sit4p protein phosphatase and is required for its function"
"NP_012438.1","COG5198@NOG","I","Protein tyrosine phosphatase-like protein, PTPLA"
"NP_012439.2","COG1048@NOG","J","mitochondrial 54S ribosomal protein YmL49"
"NP_012440.1","0XQGS@NOG","T","kinase kinase kinase"
"NP_012441.1","COG0475@NOG","P","Sodium/hydrogen exchanger family"
"NP_012442.1","COG1226@NOG","P","Ion channel"
"NP_012443.1","COG0210@NOG","L","UvrD/REP helicase N-terminal domain"
"NP_012444.2","COG5062@NOG","G","acetyltransferase, which acetylates the inositol ring of phosphatidylinositol during biosynthesis of GPI- anchor"
"NP_012445.1","0XPFH@NOG","L","BRCT"
"NP_012446.1","106A7@NOG","K","Fungal Zn(2)-Cys(6) binuclear cluster domain"
"NP_012447.1","COG0078@NOG","E","Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain"
"NP_012448.1","COG5324@NOG","J","tRNA ligase"
"NP_012450.1","0YIGI@NOG","U","Involved in the secretory pathway as part of the exocyst complex which tethers secretory vesicles to the sites of exocytosis. Also plays a role in the assembly of the exocyst (By similarity)"
"NP_012451.1","102NY@NOG","S","Arrestin_C"
"NP_012452.1","124VP@NOG","T, U","Negatively regulates signaling through the cell integrity pathway"
"NP_012453.1","0XS7D@NOG","S","Pfam:IML2"
"NP_012454.1","COG5277@NOG","B","Chromatin interaction component of the NuA4 histone acetyltransferase complex which is involved in transcriptional activation of selected genes principally by acetylation of nucleosomal histone H4 and H2A. The NuA4 complex is also involved in DNA repair. Is required for NuA4 complex integrity. Component of the SWR1 complex which mediates the ATP-dependent exchange of histone H2A for the H2A variant HZT1 leading to transcriptional regulation of selected genes by chromatin remodeling. Component of the INO80 complex which remodels chromatin by shifting nucleosomes and is involved in DNA repair (By similarity)"
"NP_012455.1","0XQFV@NOG","I","KH domain"
"NP_012456.1","COG2340@NOG","S","sterol transport"
"NP_012457.1","COG2340@NOG","S","sterol transport"
"NP_012459.1","0Y2D2@NOG","D","Cdc14 phosphatase binding protein N-terminus"
"NP_012461.1","COG1196@NOG","D","structural maintenance of chromosome 3"
"NP_012462.3","COG2214@NOG","O","DnaJ domain"
"NP_012463.1","COG5093@NOG","L","DNA replication complex GINS protein PSF2"
"NP_012464.1","COG5630@NOG","E","N-acetylglutamate synthase involved in arginine biosynthesis (By similarity)"
"NP_012465.3","COG1816@NOG","F","Adenosine/AMP deaminase"
"NP_012466.1","0YBWP@NOG","A","U3 small nucleolar RNA-associated protein 18"
"NP_012467.1","COG0627@NOG","S","Putative esterase"
"NP_012469.3","0YHRE@NOG",NA,NA
"NP_012470.1","122NU@NOG","L","sequence-specific DNA binding"
"NP_012472.1","COG0203@NOG","J","mitochondrial 54S ribosomal protein YmL8"
"NP_012473.1","COG1524@NOG","G","Ethanolamine phosphate transferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers ethanolamine phosphate to the GPI second mannose"
"NP_012474.1","1183U@NOG",NA,NA
"NP_012475.3","COG0436@NOG","E","Aminotransferase class I and II"
"NP_012476.1","0XT4Z@NOG","U","Involved in vacuolar transport and vacuole pH homeostasis. Also required for cytokinesis (By similarity)"
"NP_012477.1","1030R@NOG","S","HbrB-like"
"NP_012478.3","0XRMJ@NOG","T","STYKc"
"NP_012479.1","COG5048@NOG","K","Zinc finger, C2H2 type"
"NP_012480.1","COG1611@NOG","S","Possible lysine decarboxylase"
"NP_012481.3","0Z3P8@NOG","U","Essential component of the TIM22 complex, a complex that mediates the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane. The TIM22 complex forms a twin-pore translocase that uses the membrane potential as external driving force"
"NP_012482.1","0XSI1@NOG","U","Vacuolar protein sorting-associated protein 26"
"NP_012483.3","COG0057@NOG","G","Glyceraldehyde-3-phosphate dehydrogenase"
"NP_012484.1","119A0@NOG",NA,NA
"NP_012485.1","COG4581@NOG","A","DSHCT (NUC185) domain"
"NP_012486.3","10IXB@NOG","U","Snf7"
"NP_012487.1","11HH6@NOG","O","UBX domain protein"
"NP_012488.3","COG5647@NOG","D","Cullin family"
"NP_012489.2","COG0095@NOG","H","Biotin/lipoate A/B protein ligase family"
"NP_012490.1","COG1053@NOG","C","subunit of succinate dehydrogenase"
"NP_012491.3","0YX8Z@NOG","U","Pfam:TBC"
"NP_012493.1","0ZJ84@NOG","S","Inherit from ascNOG: cell wall biogenesis protein Mhp1"
"NP_012494.3","0XT5X@NOG","U, Y","Nuclear pore complex"
"NP_012495.1","0XSBR@NOG","U","Nuclear pore complex"
"NP_012498.1","COG5391@NOG","U","Sorting nexin, involved in the separation or division of vacuoles throughout the entire life cycle of the cells. Involved in retrieval of late-Golgi SNAREs from post-Golgi endosomes to the trans-Golgi network, for cytoplasm to vacuole transport (Cvt), mitophagy, and pexophagy (By similarity)"
"NP_012499.1","COG0590@NOG","F","Cytidine and deoxycytidylate deaminase zinc-binding region"
"NP_012500.3","COG0443@NOG","O","Probably plays a role in facilitating the assembly of multimeric protein complexes inside the ER"
"NP_012501.1","COG0513@NOG","A","ATP-dependent RNA helicase required for ribosome biogenesis. Involved in the release of U14 snoRNA in pre-ribosomal complexes. Required for pre-rRNA cleavage at site A2 (By similarity)"
"NP_012503.2","COG5536@NOG","O","Protein prenyltransferase alpha subunit repeat"
"NP_012504.3","0XSD7@NOG","D","HORMA domain"
"NP_012505.1","0XNMT@NOG","U","Vps53-like, N-terminal"
"NP_012508.1","COG0208@NOG","F","Ribonucleotide reductase, small chain"
"NP_012509.1","0XVJH@NOG","K","RNA polymerase I-specific transcription initiation factor RRN7"
"NP_012510.3","COG5030@NOG","U","Part of the AP-3 complex, an adapter-related complex which is not clathrin-associated. The complex is associated with the Golgi region as well as more peripheral structures. It facilitates the budding of vesicles from the Golgi membrane and may be directly involved in trafficking to the vacuole"
"NP_012511.1","116UP@NOG",NA,NA
"NP_012514.2","11FED@NOG","Z","SH3 domain"
"NP_012515.4","11CR2@NOG","D","Sad1 / UNC-like C-terminal"
"NP_012518.2","116BZ@NOG",NA,NA
"NP_012520.1","COG0459@NOG","O","TCP-1/cpn60 chaperonin family"
"NP_012521.3","0XUW7@NOG","D","Mad3/BUB1 homology region 1"
"NP_012522.2","COG5036@NOG COG5264@NOG","P","VTC domain"
"NP_012523.2","11TUG@NOG","K","RNA polymerase Rpb4"
"NP_012524.3","0YSWC@NOG","J","RNA-binding nucleolar protein required for pre-rRNA processing. Involved in production of 18S rRNA and assembly of small ribosomal subunit (By similarity)"
"NP_012526.1","0XPXR@NOG","O","TCP-1/cpn60 chaperonin family"
"NP_012528.1","COG5333@NOG","D","Cyclin, N-terminal domain"
"NP_012529.3","COG0631@NOG COG2114@NOG COG4886@NOG","T","Adenylate cyclase"
"NP_012530.1","11H59@NOG","U","Integral membrane protein S linking to the trans Golgi network"
"NP_012531.1","11XYC@NOG","U","Cytochrome c oxidase assembly protein COX16, mitochondrial"
"NP_012532.3","0XQVZ@NOG","O","Ribophorin I"
"NP_012533.1","0XS23@NOG","O","The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)"
"NP_012534.1","COG0814@NOG","E","Transmembrane amino acid transporter protein"
"NP_012535.3","COG5384@NOG","A","Mpp10 protein"
"NP_012536.2","0ZH6R@NOG",NA,NA
"NP_012537.1","11JTU@NOG","S","Cell-wall agglutinin N-terminal ligand-sugar binding"
"NP_012538.3","COG5096@NOG","U","Adaptin N terminal region"
"NP_012539.1","COG1311@NOG","L","DNA polymerase alpha/epsilon subunit B"
"NP_012540.3","COG1093@NOG","J","Eukaryotic translation initiation factor 2 alpha subunit"
"NP_012541.1","COG1355@NOG","S","Memo-like protein"
"NP_012542.1","COG0057@NOG","G","Glyceraldehyde-3-phosphate dehydrogenase"
"NP_012543.3","COG2046@NOG","P","Catalyzes the first intracellular reaction of sulfate assimilation, forming adenosine-5'-phosphosulfate (APS) from inorganic sulfate and ATP. Plays an important role in sulfate activation as a component of the biosynthesis pathway of sulfur- containing amino acids (By similarity)"
"NP_012544.1","1274V@NOG","U","signal peptide processing"
"NP_012545.1","113ES@NOG",NA,NA
"NP_012546.3","11C1Z@NOG",NA,NA
"NP_012547.2","0XRDY@NOG","G","Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers the first alpha-1,4-mannose to GlcN-acyl-PI during GPI precursor assembly. Required for cell wall integrity"
"NP_012548.1","COG0023@NOG","J","Translation machinery-associated protein 22"
"NP_012549.3","0XPUP@NOG","S","Protein of unknown function (DUF3533)"
"NP_012550.1","COG0129@NOG","E","Dehydratase family"
"NP_012551.2","COG0760@NOG","K","PPIC-type PPIASE domain"
"NP_012553.3","COG1946@NOG","I","Acyl-CoA thioesterase"
"NP_012555.1","118ME@NOG","L","Mer2"
"NP_012556.2","124H7@NOG","A","U6 snRNA-associated Sm-like protein LSm8"
"NP_012558.3","COG0235@NOG","G","Catalyzes the dehydration of methylthioribulose-1- phosphate (MTRu-1-P) into 2,3-diketo-5-methylthiopentyl-1- phosphate (DK-MTP-1-P) (By similarity)"
"NP_012559.1","11GH8@NOG","E","Catalyzes the oxidative ring opening of 3- hydroxyanthranilate to 2-amino-3-carboxymuconate semialdehyde, which spontaneously cyclizes to quinolinate (By similarity)"
"NP_012560.1","COG2801@NOG","L","Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of"
"NP_012561.3","COG2801@NOG","K","Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty1 RNA and initiation of reverse transcription (By similarity)"
"NP_012562.1","COG2801@NOG","L","Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of"
"NP_012563.1","COG2801@NOG","K","Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty1 RNA and initiation of reverse transcription (By similarity)"
"NP_012564.3","11DAK@NOG","S","UPF0508 protein"
"NP_012565.1","COG5307@NOG","U","Guanine nucleotide exchange factor"
"NP_012566.1","COG0652@NOG","O","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD"
"NP_012567.3","0XPUM@NOG","U","RAVE protein 1 C terminal"
"NP_012568.1","11YIY@NOG","O","Cytochrome c oxidase assembly protein PET191"
"NP_012569.1","0XP4Z@NOG","L","SNF2 family N-terminal domain"
"NP_012570.3","COG5021@NOG","O","complex which has a poly(A) RNA polymerase activity and is involved in a post-transcriptional quality control mechanism limiting inappropriate expression of genetic information. Polyadenylation is required for the degradative activity of the exosome on several of its nuclear RNA substrates"
"NP_012573.1","117FB@NOG",NA,NA
"NP_012574.1","COG0038@NOG COG0517@NOG","P","Voltage gated chloride channel"
"NP_012575.3","0Y7NS@NOG","S","Urb2/Npa2 family"
"NP_012576.1","0YK7T@NOG","U, Y","Nuclear pore complex"
"NP_012577.1","116W6@NOG",NA,NA
"NP_012578.3","11UCZ@NOG","U","Vacuolar protein sorting 55"
"NP_012579.1","COG0443@NOG","O","MreB/Mbl protein"
"NP_012580.1","0Z7RV@NOG",NA,NA
"NP_012581.3","COG0231@NOG","J","mRNA-binding protein involved in translation elongation. Has an important function at the level of mRNA turnover, probably acting downstream of decapping. Involved in actin dynamics and cell cycle progression, mRNA decay and probably in a pathway involved in stress response and maintenance of cell wall integrity. Essential for polarized growth, a process necessary for G1 S transition. May mediate large range of effects of the polyamine spermidine in the cell"
"NP_012582.1","COG3474@NOG","C","Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of cytochrome reductase. Cytochrome c then transfers this electron to the cytochrome oxidase complex, the final protein carrier in the mitochondrial electron-transport chain"
"NP_012583.1","COG0061@NOG","G","ATP-NAD kinase"
"NP_012584.3","0XPPC@NOG","A","Involved in pre-mRNA splicing"
"NP_012585.1","COG1053@NOG","C","fumarate reductase (NADH) activity"
"NP_012586.1","0YVA4@NOG","O","LRR"
"NP_012587.3","124JY@NOG","D","Cell cycle arrest protein BFA1"
"NP_012588.1","0ZHQ8@NOG","P","Inherit from ascNOG: Conserved hypothetical protein"
"NP_012589.1","123IQ@NOG","S","HIT zinc finger"
"NP_012590.3","0Y8C7@NOG",NA,NA
"NP_012591.1","COG0125@NOG","F","Thymidylate kinase"
"NP_012592.1","COG5030@NOG","U","Clathrin adaptor complex small chain"
"NP_012593.3","COG0515@NOG","T","protein serine/threonine kinase activity"
"NP_012594.1","10SME@NOG","K","Required for chromosome stability and methionine prototrophy. It is involved in chromosomal segregation. Binds to a highly conserved DNA sequence (5'-RTCACRTG-3'), called CDEI, found in centromeres and in several promoters"
"NP_012595.1","0YWXA@NOG","S","positive regulator of mannosylphosphate transferase Mnn6p"
"NP_012596.3","COG0388@NOG","E","protein N-terminal amidase"
"NP_012597.1","COG1594@NOG","K","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)"
"NP_012598.1","COG0459@NOG","O","TCP-1/cpn60 chaperonin family"
"NP_012599.3","COG5277@NOG","Z","ACTIN"
"NP_012600.1","COG5032@NOG","L","regulates multiple cellular processes to control cell growth in response to environmental signals. Nutrient limitation and environmental stress signals cause inactivation of TORC1. Active TORC1 positively controls ribosome biogenesis via control of rRNA, ribosomal protein and tRNA gene expression, and rRNA processing. TORC1 positively controls protein biosynthesis by regulation of mRNA stability, translation initiation factor activity, and high-affinity amino acid permeases that serve to provide amino acids for use by the translation machinery. TORC1 also promotes growth by sequestering a number of nutrient and general stress-responsive transcription factors in the cytoplasm. TORC1 negatively controls macroautophagy, a process to recycle surplus cytoplasmic mass under nutrient starvation conditions. TORC1 controls many of these processes via TIP41-TAP42-mediated inhibition of the type 2A-related phosphatases PP2A and SIT4"
"NP_012601.1","11WXF@NOG","S","Essential protein Yae1, N terminal"
"NP_012602.3","COG0470@NOG","L","Replication factor C subunit 2"
"NP_012603.1","COG0127@NOG","F","Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as inosine triphosphate (ITP), deoxyinosine triphosphate (dITP) or xanthosine 5'-triphosphate (XTP) to their respective monophosphate derivatives. The enzyme does not distinguish between the deoxy- and ribose forms. Probably excludes non-canonical purines from RNA and DNA precursor pools, thus preventing their incorporation into RNA and DNA and avoiding chromosomal lesions (By similarity)"
"NP_012604.1","COG1413@NOG","C","Catalyzes the hydroxylation of the N(6)-(4-aminobutyl)- L-lysine intermediate to form hypusine, an essential post- translational modification only found in mature eIF-5A factor (By similarity)"
"NP_012606.3","0XNRC@NOG","L","Conserved hypothetical ATP binding protein"
"NP_012607.1","11HY0@NOG","I","Phospholipid methyltransferase"
"NP_012608.1","11I9Z@NOG","U","Ran-interacting Mog1 protein"
"NP_012609.3","COG3774@NOG","G","mannan polymerase II complex HOC1 subunit"
"NP_012610.1","COG5019@NOG","D","cell division control protein 11"
"NP_012611.1","0XPST@NOG","C","Mitochondrial carrier protein"
"NP_012612.3","0XQHE@NOG","H","indoleamine 2,3-dioxygenase"
"NP_012614.1","0ZMYN@NOG","S","Altered inheritance of mitochondria protein 24, mitochondrial"
"NP_012615.3","11IAX@NOG","B","Component of the NuA4 histone acetyltransferase complex which is involved in transcriptional activation of selected genes principally by acetylation of nucleosomal histone H4 and H2A. The NuA4 complex is also involved in DNA repair"
"NP_012616.1","11DTY@NOG",NA,NA
"NP_012617.1","COG5600@NOG","D","Component of the COP9 signalosome (CSN) complex that acts as an regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunit of SCF-type E3 ubiquitin-protein ligase complexes The CSN complex is involved in the regulation of the mating pheromone response"
"NP_012618.3","12205@NOG","S","Transmembrane proteins 14C"
"NP_012619.1","126GE@NOG","T","guanine nucleotide-binding protein subunit gamma"
"NP_012621.1","0YT6B@NOG","S","Inherit from fuNOG: tetratricopeptide repeat domain-containing protein"
"NP_012622.3","0ZKN8@NOG",NA,NA
"NP_012623.1","0XQ54@NOG","S","LRR"
"NP_012624.1","COG5099@NOG","J","Pumilio-family RNA binding repeat"
"NP_012625.5","0XNWB@NOG","D","Required for selection of future bud sites. Cooperates with other bud site selection proteins to recognize a spatial landmark during mitosis and they subsequently become a landmark for downstream polarity establishment factors that coordinate budding and cytokinesis. Involved in the septin organization at the bud neck (By similarity)"
"NP_012626.1","COG5213@NOG","A","Pre-mRNA polyadenylation factor that directly interacts with poly(A) polymerase"
"NP_012627.1","113CR@NOG",NA,NA
"NP_012628.3","COG1997@NOG","J","ribosomal protein L43"
"NP_012629.1","0YAYP@NOG","C","Mitochondrial carrier protein"
"NP_012630.1","COG0656@NOG","S","Aldo/keto reductase family"
"NP_012631.3","COG2214@NOG","O","Required for the first step of diphthamide biosynthesis, the transfer of 3-amino-3-carboxypropyl from S-adenosyl-L- methionine to a histidine residue. Diphthamide is a post- translational modification of histidine which occurs in elongation factor 2"
"NP_012632.2","0ZV61@NOG","S","Pfam:LACT"
"NP_012633.1","11HNA@NOG","O","Ubiquitin carboxyl-terminal hydrolase, family 1"
"NP_012634.3","0XSYS@NOG","M","Scramblase"
"NP_012635.1","COG0605@NOG","J","mitochondrial 37S ribosomal protein RSM26"
"NP_012636.1","11F6Y@NOG","U","ESCRT-II complex subunit"
"NP_012637.4","COG0504@NOG","F","CTP synthase"
"NP_012638.1","COG2032@NOG","P","Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity)"
"NP_012639.1","COG0524@NOG","F","pfkB family carbohydrate kinase"
"NP_012640.4","COG0530@NOG","P","Sodium/calcium exchanger protein"
"NP_012641.2","COG3675@NOG","I","Lipase (class 3)"
"NP_012643.3","COG0458@NOG","F","carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity"
"NP_012644.1","0XPTU@NOG","S","Myotubularin-like phosphatase domain"
"NP_012645.1","COG0599@NOG","S","Inherit from ascNOG: Conserved hypothetical protein"
"NP_012646.3","12AYK@NOG","S","Nnf1"
"NP_012647.1","COG0049@NOG","J","mitochondrial 37S ribosomal protein RSM7"
"NP_012650.1","0XPW0@NOG","T","TLC domain"
"NP_012651.1","COG0501@NOG","O","Peptidase family M48"
"NP_012652.3","127V3@NOG","S","Increased loss of mitochondrial DNA protein 1"
"NP_012653.1","0XR9J@NOG","S","jmjN domain"
"NP_012655.3","COG0055@NOG","C","Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)"
"NP_012656.1","COG0354@NOG","K","transferase activity"
"NP_012657.1","COG0049@NOG","J","Ribosomal protein S5"
"NP_012658.3","0ZNSM@NOG","G","Major Facilitator Superfamily"
"NP_012659.1","0XSM0@NOG","F","ENTH"
"NP_012660.1","COG2234@NOG","U","Transferrin receptor-like dimerisation domain"
"NP_012661.3","COG5048@NOG","K","sequence-specific DNA binding"
"NP_012663.2","0ZQK4@NOG","S","Putative methyltransferase"
"NP_012664.1","COG0626@NOG","E","Cystathionine gamma-synthase"
"NP_012665.3","0XP04@NOG","G","Glycosyl hydrolase family 47"
"NP_012666.2","COG5656@NOG","U","Importin-beta N-terminal domain"
"NP_012667.1","COG2236@NOG","F","Phosphoribosyl transferase domain"
"NP_012668.3","0YE9Z@NOG","K","TATA element modulatory factor 1 TATA binding"
"NP_012669.1","115QH@NOG",NA,NA
"NP_012670.3","1199C@NOG","S","Protein of unknown function (DUF2454)"
"NP_012672.1","0XQVG@NOG","T","Vacuolar membrane-associated protein IML1"
"NP_012673.3","COG0460@NOG","E","homoserine dehydrogenase"
"NP_012674.1","10KCD@NOG","K","Has a role in a nucleosome assembly pathway that is required for the integrity of heterochromatin and proper chromosome segregation (By similarity)"
"NP_012675.1","11HHQ@NOG","S","Pfam:DUF2351"
"NP_012676.3","COG0494@NOG","F","NUDIX domain"
"NP_012677.1","COG1928@NOG","O","MIR domain"
"NP_012678.1","11FM5@NOG","L","Performs an essential function in the repair of oxidatively damaged mtDNA that is required for the maintenance of the mitochondrial genome. Binds to DNA"
"NP_012679.3","COG1471@NOG","J","ribosomal protein S4"
"NP_012681.1","COG5169@NOG","K","transcription factor"
"NP_012682.1","COG0115@NOG","E","Branched-chain-amino-acid aminotransferase"
"NP_012683.4","COG2070@NOG","C","Pfam:NPD"
"NP_012684.4","0YXX3@NOG","O","Member of the seripauperin multigene family encoded mainly in subtelomeric regions"
"NP_012685.1","0YXX3@NOG","O","Member of the seripauperin multigene family encoded mainly in subtelomeric regions"
"NP_012686.3","0XR77@NOG","G","Major Facilitator Superfamily"
"NP_012687.3","COG5434@NOG","G","Glycosyl hydrolases family 28"
"NP_012688.1","COG5285@NOG","Q","Phytanoyl-CoA dioxygenase (PhyH)"
"NP_012689.1","COG0667@NOG","C","aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)"
"NP_012690.3","COG0715@NOG","H","Proposed biosynthetic enzyme involved in pyrimidine biosynthesis pathway above the hydroxymethyl-pyrimidine precursor leading to the thiamine moiety"
"NP_012692.3","0XNQK@NOG","A","transporter"
"NP_012693.1","COG1063@NOG","Q","L-iditol 2-dehydrogenase activity"
"NP_012694.1","0XNQK@NOG","P","High-affinity uptake of maltose and maltotriose. Also transports alpha-methylglucoside, glucose and turanose but not melezitose or trehalose"
"NP_012695.3","11BGS@NOG","U","conserved protein"
"NP_012698.1","0YXX3@NOG","O","Member of the seripauperin multigene family encoded mainly in subtelomeric regions"
"NP_012700.1","0Y4MF@NOG","K","sequence-specific DNA binding RNA polymerase II transcription factor activity"
"NP_012701.2","COG0477@NOG","G","Major Facilitator Superfamily"
"NP_012702.1","0XNZY@NOG","P, Q","Fe(3 ) is reduced to Fe(2 ), which then dissociates from the siderophore and can be imported by the high-affinity Fe(2 ) transport complex in the plasma membrane"
"NP_012703.1","11BGS@NOG","U","conserved protein"
"NP_012704.1","COG1171@NOG","E","Pyridoxal-phosphate dependent enzyme"
"NP_012705.1","0XSSD@NOG","G","K08178 MFS transporter, SHS family, lactate transporter"
"NP_012706.1","COG0167@NOG","F","Catalyzes the conversion of dihydroorotate to orotate with fumarate as the electron acceptor"
"NP_012707.1","COG0145@NOG COG0146@NOG","E","Hydantoinase B/oxoprolinase"
"NP_012708.1","117EB@NOG","A","Involved in export of poly(A) mRNAs from the nucleus. Recruited to the coding sequences as well as poly-A sites of active genes (By similarity)"
"NP_012709.1","0XS67@NOG","I","PUL domain"
"NP_012710.1","COG5329@NOG","I","SacI homology domain"
"NP_012711.1","COG0134@NOG COG0512@NOG","E","anthranilate synthase indole-3-glycerol phosphate synthase"
"NP_012712.1","COG0476@NOG","O","Ubiquitin-activating enzyme e1 C-terminal domain"
"NP_012713.1","COG1132@NOG","Q","ABC transporter transmembrane region"
"NP_012714.1","11555@NOG",NA,NA
"NP_012715.3","0XQK6@NOG","S","Integral membrane protein DUF106"
"NP_012716.1","0ZXD8@NOG","O","PAC2 family"
"NP_012717.1","0XZDZ@NOG","J","tRNA nucleus export receptor which facilitates tRNA translocation across the nuclear pore complex. Involved in pre- tRNA splicing, probably by affecting the interaction of pre-tRNA with splicing endonuclease (By similarity)"
"NP_012718.1","11B17@NOG",NA,NA
"NP_012719.2","COG5032@NOG","L","regulates multiple cellular processes to control cell growth in response to environmental signals. Nutrient limitation and environmental stress signals cause inactivation of TORC1. Active TORC1 positively controls ribosome biogenesis via control of rRNA, ribosomal protein and tRNA gene expression, and rRNA processing. TORC1 positively controls protein biosynthesis by regulation of mRNA stability, translation initiation factor activity, and high-affinity amino acid permeases that serve to provide amino acids for use by the translation machinery. TORC1 also promotes growth by sequestering a number of nutrient and general stress-responsive transcription factors in the cytoplasm. TORC1 negatively controls macroautophagy, a process to recycle surplus cytoplasmic mass under nutrient starvation conditions. TORC1 controls many of these processes via TIP41-TAP42-mediated inhibition of the type 2A-related phosphatases PP2A and SIT4"
"NP_012721.1","0YWXA@NOG","S","positive regulator of mannosylphosphate transferase Mnn6p"
"NP_012723.3","COG0515@NOG","T","serine threonine protein kinase"
"NP_012724.1","COG0464@NOG","O","peroxisomal transport"
"NP_012725.1","COG5143@NOG","U","synaptobrevin homolog YKT6"
